AppNo,Region,Area,Activity,Guarantor,Collateral,Collateral_valuation,Age,Properties_Status,Properties_Total,Amount,Term,Historic_Loans,Current_Loans,Max_Arrears,Defaulter
380090,8,25,10,0,0,,40,B,2,3378,46,4,3,0,0
380091,10,45,14,0,1,1222,35,A,4,1641,12,13,5,0,0
380092,10,95,14,1,0,,34,B,1,6074,21,1,1,0,0
380093,7,25,3,0,1,5410,45,B,1,13077,46,1,1,0,0
380094,10,65,1,0,1,1516,51,B,2,1781,22,2,1,0,0
380095,9,55,14,0,1,3901,38,B,1,3669,22,3,,36,0
380096,7,5,1,1,0,,65,B,1,3751,32,12,1,0,0
380097,4,10,2,0,0,,49,B,1,3723,29,1,1,0,0
380098,5,20,8,0,0,,37,A,3,13247,35,3,,25,0
380099,10,65,,1,1,2210,60,D,2,3400,23,6,1,83,0
380100,14,35,14,0,1,2197,55,B,1,2043,11,2,1,43,0
380101,10,45,14,1,0,,41,B,2,5232,13,6,4,0,0
380102,10,30,14,0,1,3687,44,B,1,2740,11,11,3,30,0
380103,10,20,14,0,1,4056,27,D,4,4239,11,1,,0,0
380104,11,5,18,0,1,5377,54,B,2,4912,35,12,2,27,0
380105,14,60,,0,1,7407,25,A,2,4848,23,2,,473,1
380106,11,25,1,0,1,1503,29,A,2,6841,34,10,1,56,0
380107,10,45,10,0,1,1344,21,D,1,1403,12,5,4,178,0
380108,4,15,14,0,0,,48,B,1,2806,26,2,2,0,0
380109,10,95,1,0,1,1108,54,B,2,1718,22,9,1,0,0
380110,10,30,14,0,1,8519,36,B,2,6721,11,14,3,0,0
380111,9,55,1,0,0,,38,D,3,3665,22,5,2,0,0
380112,5,25,19,0,1,2420,36,B,3,6893,17,6,3,39,0
380113,11,30,19,0,1,4744,45,B,1,7102,23,1,1,0,1
380114,6,35,14,0,1,2078,41,B,1,2689,23,2,2,0,0
380115,10,5,,0,1,1192,52,B,4,5174,11,8,1,3,0
380116,6,40,3,0,1,2404,39,B,1,2720,35,1,1,0,0
380117,10,25,1,0,1,7429,39,B,2,6870,33,7,2,0,0
380118,9,90,18,0,0,,42,B,2,10614,20,12,3,0,0
380119,10,5,14,0,1,9524,26,B,2,8603,22,6,,31,0
380120,8,30,14,0,1,724,42,B,2,2960,23,2,1,0,0
380121,9,5,14,0,1,16737,55,B,1,18085,17,6,1,39,1
380122,11,5,,0,0,,32,B,2,8937,23,1,1,0,0
380123,10,5,14,0,1,3716,38,B,3,6808,12,3,1,0,0
380124,9,10,1,0,1,6741,37,D,4,5905,23,1,,0,1
380125,7,40,1,0,1,32268,47,B,2,37739,47,1,1,0,0
380126,6,15,1,1,0,,47,B,1,20561,48,1,,378,1
380127,7,30,1,0,0,,33,B,1,1193,11,2,,0,0
380128,15,5,19,0,0,,47,B,3,33970,48,4,3,51,1
380129,11,25,19,0,1,2495,41,B,4,5810,32,2,2,0,0
380130,10,45,10,0,0,,56,B,3,3416,12,12,3,0,0
380131,14,85,14,0,1,1383,50,B,3,3718,23,8,1,12,0
380132,13,20,19,0,0,,46,B,2,5858,34,1,1,0,0
380133,5,25,18,0,0,,43,B,1,11806,23,1,1,0,0
380134,11,35,14,0,0,,32,B,1,4319,36,1,,0,0
380135,8,25,1,0,0,,45,B,3,9474,46,6,3,7,1
380136,13,5,,0,1,11721,46,B,1,17581,11,1,,219,1
380137,10,45,10,0,1,3855,40,D,3,3862,12,15,4,0,0
380138,8,25,14,0,1,5526,31,D,3,4593,35,5,2,133,0
380139,14,35,18,0,1,3781,50,D,3,4561,20,3,,0,0
380140,4,15,2,0,0,,47,B,1,7699,44,1,,0,0
380141,9,57,1,1,0,,59,B,2,2938,32,2,,34,0
380142,7,15,7,0,0,,43,B,1,3144,24,4,1,0,0
380143,10,45,10,0,0,,37,B,2,2261,12,8,3,0,0
380144,7,15,1,0,0,,29,B,1,5399,23,1,1,0,1
380145,10,25,1,1,0,,28,A,1,6468,12,4,2,3,0
380146,9,40,14,0,1,1238,37,D,1,4641,24,4,3,0,0
380147,7,5,1,1,0,,26,B,1,2295,35,2,2,0,0
380148,14,40,14,0,1,2446,33,B,2,2769,13,3,1,82,0
380149,8,30,9,0,0,,40,B,1,5880,23,1,1,0,0
380150,10,45,10,0,0,,43,B,1,4138,12,6,3,0,0
380151,4,20,19,0,0,,42,B,2,2317,24,1,1,0,0
380152,9,15,8,0,0,,55,B,4,2713,22,2,,0,0
380153,7,5,1,1,0,,26,B,2,5038,45,14,5,8,0
380154,9,40,1,0,1,3403,38,B,3,5592,58,11,4,0,0
380155,8,20,9,0,1,976,24,D,2,3234,21,1,,0,0
380156,10,25,14,0,1,4246,24,B,3,4051,12,3,2,21,0
380157,9,95,14,0,1,10923,51,D,1,13758,23,1,,0,0
380158,10,55,14,0,1,2915,38,B,3,2830,12,5,1,0,0
380159,9,25,14,0,1,562,21,D,2,1297,35,1,1,0,1
380160,9,30,1,0,0,,36,B,2,1904,23,1,1,0,1
380161,8,65,18,0,0,,36,B,2,4834,23,13,1,61,0
380162,8,35,1,0,1,8254,43,B,2,17794,47,2,1,0,0
380163,10,5,14,0,1,2663,64,D,2,4146,11,11,3,0,0
380164,4,20,3,0,0,,42,B,3,3060,26,10,1,83,0
380165,10,70,1,0,1,7840,36,B,1,8144,36,3,,0,0
380166,13,10,19,0,1,3361,63,B,1,5138,23,6,3,0,0
380167,8,10,1,0,0,,36,B,2,3979,23,2,2,0,1
380168,4,15,3,0,0,,28,D,2,6680,59,1,1,0,0
380169,9,55,1,0,1,7035,46,B,1,11468,35,1,1,0,0
380170,10,45,10,0,1,1474,40,B,1,2826,11,7,2,43,1
380171,10,55,,0,1,12930,38,B,1,10084,13,2,1,0,0
380172,10,65,1,0,1,3102,43,B,2,2781,23,6,1,0,0
380173,10,65,14,0,1,1147,43,B,2,1361,11,2,2,0,0
380174,8,30,19,0,1,2197,48,B,1,1833,20,3,1,0,0
380175,8,10,1,0,0,,47,B,1,6910,23,11,,5,0
380176,7,5,2,0,0,,33,B,1,2128,25,1,1,0,0
380177,10,30,1,0,1,301,49,B,1,1359,13,2,2,0,0
380178,8,15,7,0,0,,52,B,1,1244,46,4,1,162,0
380179,9,57,14,0,0,,39,B,2,1968,23,1,1,0,0
380180,14,60,18,1,0,,51,B,2,7403,23,3,,123,0
380181,8,35,9,0,0,,55,B,1,6555,23,3,,765,0
380182,7,20,14,0,1,2847,51,B,4,8857,12,2,1,0,0
380183,14,80,1,0,1,1512,28,B,1,1485,31,3,3,0,1
380184,10,10,1,0,1,3028,51,B,2,2602,24,5,1,5,0
380185,14,85,1,0,1,2908,28,B,4,4926,19,6,1,92,0
380186,14,40,18,0,1,3655,45,B,4,6974,24,1,,58,0
380187,7,5,1,0,0,,40,B,5,1371,22,3,2,68,0
380188,10,5,14,0,1,4679,46,B,4,5961,11,6,3,0,0
380189,10,25,14,1,0,,31,B,2,1628,11,9,,41,0
380190,10,55,14,0,1,776,55,B,2,1622,12,9,3,0,0
380191,12,15,1,0,0,,55,B,1,4799,19,1,,0,0
380192,7,5,3,1,0,,36,A,1,6528,22,3,2,0,0
380193,10,95,17,0,1,2149,59,B,2,2679,23,12,1,9,0
380194,11,5,14,0,0,,59,B,1,5937,23,1,,11,0
380195,14,40,14,0,1,2815,40,B,2,3419,12,8,3,18,0
380196,10,95,1,0,1,2369,63,B,1,3382,23,3,1,0,0
380197,11,35,14,0,0,,45,B,2,5498,23,7,4,82,0
380198,9,55,14,0,1,3041,48,B,1,6242,24,3,2,0,0
380199,14,80,1,0,1,4040,21,B,3,7277,23,1,1,0,0
380200,14,50,1,1,0,,25,D,2,1671,24,1,1,0,0
380201,9,40,14,0,1,29476,27,A,2,30637,47,2,,729,1
380202,4,15,19,0,1,4156,41,B,4,11096,18,3,3,18,0
380203,8,35,1,0,1,1816,52,B,3,4338,23,9,,31,0
380204,10,5,17,0,1,3064,45,A,2,5741,35,9,3,17,0
380205,4,10,1,0,0,,49,D,1,9734,55,6,5,0,1
380206,8,15,,0,0,,50,D,2,4533,35,1,1,0,0
380207,10,95,14,0,1,2042,37,B,1,2223,22,5,1,8,0
380208,7,20,1,1,0,,54,B,1,15300,43,5,1,0,0
380209,9,55,14,0,0,,63,B,1,5718,22,2,1,30,1
380210,13,5,3,0,1,13149,25,B,2,25666,22,7,3,0,0
380211,8,50,5,0,0,,31,D,1,3131,47,1,1,0,0
380212,9,87,14,0,0,,49,B,2,4186,12,4,1,0,1
380213,9,75,14,0,0,,48,B,3,8555,24,11,4,26,0
380214,9,90,1,0,1,5474,58,B,2,11027,29,16,2,32,0
380215,14,40,14,0,1,2265,56,D,5,3559,21,1,,273,0
380216,10,5,17,0,1,1005,37,B,3,2569,23,5,2,0,0
380217,10,5,1,0,1,14678,32,D,4,13656,45,10,2,0,0
380218,8,35,1,0,1,32769,55,B,1,26525,24,1,1,0,1
380219,9,30,19,0,1,271,54,B,1,1155,20,4,3,0,0
380220,7,5,1,0,0,,43,B,1,2740,35,1,1,0,1
380221,7,5,19,0,0,,36,B,2,6420,47,5,4,4,0
380222,6,40,14,0,1,2346,51,B,1,5209,48,1,1,0,0
380223,9,50,5,0,0,,43,B,5,2853,12,13,4,0,0
380224,10,75,1,0,1,2233,65,B,2,3453,35,5,,42,0
380225,6,40,1,0,0,,28,B,3,3297,27,3,3,0,1
380226,10,55,14,0,0,,40,B,2,3843,12,2,2,0,0
380227,10,25,,1,0,,30,B,1,7226,23,4,,123,0
380228,10,55,14,0,0,,25,A,2,1218,12,7,3,0,0
380229,6,40,14,0,1,1209,58,D,4,2953,35,3,,0,0
380230,9,25,,0,1,2353,34,B,1,4142,24,1,1,0,1
380231,10,5,1,0,1,20162,42,D,4,15990,34,9,2,285,0
380232,10,15,17,1,0,,24,D,2,5753,23,1,,8,0
380233,10,95,1,1,0,,35,B,2,1164,12,2,,0,0
380234,14,40,14,0,1,18430,60,B,3,18252,13,19,1,121,0
380235,6,40,,0,1,3225,22,A,1,3273,22,2,1,0,1
380236,10,5,17,0,1,4017,20,B,3,8737,35,2,1,16,0
380237,8,25,2,0,0,,38,D,2,3509,47,5,1,0,0
380238,8,65,6,0,1,1202,36,D,1,3597,47,15,1,2796,1
380239,8,20,1,0,1,2999,46,B,2,3898,45,1,,22,0
380240,9,30,1,0,1,1538,48,B,1,1619,24,7,1,130,0
380241,3,5,2,0,0,,41,A,1,2430,27,5,2,0,0
380242,10,65,1,1,1,992,49,B,3,1731,13,2,1,0,0
380243,10,5,1,0,1,950,28,D,2,9242,35,1,1,0,0
380244,8,25,1,0,1,11020,48,B,1,11985,23,1,1,0,0
380245,9,50,1,0,1,21897,64,B,2,54508,48,4,,0,0
380246,7,45,14,1,0,,55,B,1,5189,23,1,,7,0
380247,5,20,19,0,1,15408,29,A,4,26058,35,4,4,0,1
380248,8,20,1,0,0,,38,B,4,1167,21,9,1,29,0
380249,8,30,1,0,1,2815,34,B,1,5051,35,1,,0,0
380250,14,40,14,0,1,10432,59,B,2,7822,22,7,1,0,0
380251,8,30,14,0,1,7669,51,B,1,10086,23,7,,0,0
380252,8,15,2,0,0,,40,D,3,1140,59,6,2,0,0
380253,10,25,14,0,1,1487,31,B,3,6324,12,5,1,69,0
380254,10,30,1,0,1,704,53,B,1,1443,25,2,1,0,0
380255,10,30,17,0,1,6499,37,D,6,6352,35,7,4,0,0
380256,10,45,1,1,0,,34,B,1,19171,24,5,2,0,0
380257,10,95,14,1,1,8247,28,B,2,10605,21,1,1,0,0
380258,14,50,1,0,1,3248,31,B,3,11060,35,1,1,0,1
380259,10,15,2,0,1,559,54,B,3,2844,33,8,2,0,0
380260,11,25,1,0,0,,49,B,4,6457,23,5,1,0,0
380261,9,85,14,0,0,,37,B,2,16350,23,9,2,0,0
380262,8,5,14,0,1,1506,43,B,2,1803,23,1,1,0,1
380263,11,35,9,0,0,,34,B,1,7838,11,1,1,0,0
380264,10,75,1,0,1,776,36,A,2,2024,24,1,1,0,0
380265,10,25,14,0,1,359,53,B,2,3362,12,11,2,0,0
380266,5,20,19,1,0,,27,A,2,9861,22,6,1,0,1
380267,9,10,14,0,1,944,30,B,1,1660,22,1,,29,0
380268,5,30,,0,1,1787,32,B,1,7346,11,3,2,17,0
380269,13,5,3,0,1,35767,24,A,1,31953,28,1,,896,0
380270,10,45,10,0,1,3364,23,D,1,2224,12,9,3,0,0
380271,6,45,1,0,0,,51,B,1,2630,36,5,1,0,0
380272,10,55,14,0,1,1900,48,B,2,4136,11,2,,10,0
380273,14,50,14,0,1,401,56,B,2,1347,23,6,5,164,0
380274,10,15,14,0,1,1070,47,B,3,6523,22,3,2,0,0
380275,7,5,1,0,0,,43,B,1,2297,23,9,2,2,0
380276,7,25,6,0,0,,40,B,1,5445,58,1,1,0,0
380277,10,5,14,0,1,4434,27,B,3,7069,11,1,1,0,0
380278,14,40,14,0,1,2049,51,B,1,3678,11,3,1,88,0
380279,9,5,14,0,1,2989,52,D,1,3216,22,3,1,0,0
380280,3,10,2,1,1,5575,33,B,1,8309,25,6,2,5,0
380281,6,40,14,0,0,,52,B,3,5737,34,11,3,0,0
380282,10,65,17,0,1,1512,46,D,2,6713,23,4,1,0,0
380283,10,55,1,1,0,,54,B,2,3892,23,6,1,0,0
380284,14,60,14,1,1,1858,37,D,2,2422,23,4,3,0,0
380285,10,95,14,1,1,8247,44,D,2,10529,22,4,2,0,0
380286,8,10,18,0,0,,32,D,1,10322,23,1,1,0,0
380287,7,25,19,0,0,,49,B,2,8138,21,4,,25,0
380288,10,30,1,0,1,1583,40,D,3,3507,22,7,1,17,0
380289,8,20,9,0,0,,52,B,4,1318,22,5,1,26,0
380290,11,15,14,0,1,4628,33,B,1,4716,22,2,,0,0
380291,9,55,1,0,0,,58,B,1,4166,35,4,2,250,1
380292,7,5,19,0,0,,36,B,1,3938,19,14,1,29,1
380293,11,35,14,0,1,25575,53,B,2,30810,23,10,3,23,0
380294,9,30,18,0,0,,27,B,1,12592,22,2,2,0,0
380295,9,30,14,0,1,3674,42,B,2,6669,22,6,4,1203,0
380296,14,40,1,0,1,2592,53,B,4,2266,22,5,1,204,0
380297,7,35,14,1,1,3484,60,C,1,11091,47,9,5,21,1
380298,7,10,1,0,1,7982,36,B,2,12628,45,1,,0,0
380299,7,5,19,0,0,,50,B,1,2948,33,2,2,0,0
380300,10,25,1,0,1,2967,28,D,1,5680,22,3,,0,0
380301,13,5,3,0,0,,31,B,1,26951,23,1,1,0,0
380302,9,57,1,0,0,,49,B,4,6298,32,4,1,47,0
380303,14,35,1,0,1,808,46,B,2,1940,23,5,1,0,0
380304,7,45,1,0,0,,62,B,1,4491,22,1,1,0,0
380305,11,10,1,0,0,,40,A,2,3925,20,9,1,0,0
380306,10,45,14,0,1,1247,47,B,2,1649,12,10,5,18,0
380307,10,45,,0,1,5439,32,B,2,6395,13,10,7,14,0
380308,7,15,18,0,0,,45,D,8,7687,23,7,3,58,0
380309,14,40,14,0,1,1842,31,B,3,2907,11,6,2,15,0
380310,9,85,14,0,0,,40,B,2,2665,19,1,1,0,0
380311,10,20,18,1,1,24880,39,D,2,26529,24,5,3,0,0
380312,7,15,1,0,0,,25,B,1,1499,23,1,1,0,0
380313,14,85,1,0,1,1377,43,B,1,1712,24,1,,89,0
380314,10,95,17,1,0,,40,B,1,6001,23,1,,0,0
380315,7,35,1,0,1,7035,31,D,1,5658,23,7,3,0,0
380316,10,5,14,0,0,,37,D,8,4543,23,21,7,0,0
380317,9,30,14,0,1,4909,47,B,1,4322,22,1,1,0,0
380318,10,10,1,0,1,2576,62,B,1,4740,23,2,2,0,0
380319,5,20,14,0,0,,66,B,1,13277,35,1,1,0,0
380320,7,20,3,0,0,,38,A,2,26833,35,5,2,0,1
380321,10,75,14,0,0,,22,B,2,3598,11,3,1,0,0
380322,8,10,,0,0,,50,D,1,9838,23,1,1,0,0
380323,10,30,1,0,1,12716,47,B,1,14702,25,2,1,738,1
380324,9,10,14,0,1,2980,29,B,1,2484,24,1,1,0,1
380325,14,35,3,0,1,3991,40,B,2,4247,23,20,2,93,0
380326,10,45,,0,1,5872,29,A,2,5701,23,3,,0,0
380327,7,20,4,0,0,,39,B,2,13427,34,2,2,0,0
380328,11,35,1,0,1,5587,36,B,1,5448,23,1,,8,0
380329,10,25,14,0,1,3884,38,B,1,3152,12,11,2,0,0
380330,14,80,14,0,1,4550,44,B,1,6893,23,1,1,0,0
380331,10,55,14,0,0,,45,B,1,2919,12,4,2,0,0
380332,8,15,,0,0,,32,D,2,3705,46,3,2,0,0
380333,14,40,14,0,1,31301,43,A,4,32037,11,2,,15,0
380334,7,30,19,1,0,,45,B,1,5837,35,1,1,0,0
380335,13,5,3,0,0,,39,A,1,13561,22,4,,425,1
380336,9,35,5,0,1,13182,40,C,3,40976,12,1,,324,1
380337,6,20,1,0,0,,31,B,2,5575,35,2,1,0,0
380338,9,5,18,0,0,,31,B,2,10265,24,3,1,0,0
380339,11,5,14,0,1,5193,51,A,1,4585,19,2,2,0,0
380340,10,45,10,0,1,679,55,B,1,1962,12,2,2,0,0
380341,10,5,14,0,1,6043,60,B,4,5042,23,7,1,142,0
380342,6,10,8,0,0,,26,D,1,9896,12,2,,16,1
380343,7,35,14,0,1,4540,34,B,1,12017,21,1,1,0,0
380344,12,5,9,0,0,,46,A,1,3384,23,1,1,0,0
380345,7,5,19,0,0,,31,B,3,1224,45,3,2,0,0
380346,9,65,14,0,1,2353,51,B,6,2783,12,5,2,47,0
380347,10,75,1,0,0,,25,D,5,7128,22,2,2,0,0
380348,9,30,14,0,1,9931,57,B,2,10388,23,4,1,31,0
380349,10,5,19,1,0,,45,B,1,3826,23,3,1,26,0
380350,7,5,14,0,0,,30,B,1,3195,21,5,2,0,0
380351,14,40,18,0,1,7468,49,B,2,9371,21,7,2,32,0
380352,11,25,1,1,0,,59,A,2,7203,17,15,1,130,0
380353,7,45,1,0,0,,26,B,1,15723,23,1,1,0,1
380354,9,30,14,0,0,,55,B,1,6399,23,3,1,230,0
380355,9,30,14,0,1,3141,38,B,1,4870,23,2,1,0,1
380356,8,20,8,0,0,,35,B,2,1889,35,1,,0,0
380357,14,85,1,0,0,,63,B,2,3450,24,13,2,373,0
380358,8,30,3,0,0,,43,B,1,1479,44,4,3,79,0
380359,10,95,1,0,1,2776,49,B,1,9977,23,7,3,6,0
380360,10,5,,1,0,,40,D,5,4958,13,4,,137,0
380361,10,45,1,1,0,,25,D,2,9327,22,1,,0,0
380362,8,35,2,0,1,16129,43,D,2,17946,24,1,,12,0
380363,10,10,1,0,1,8160,49,B,1,7334,23,2,2,0,0
380364,4,15,2,0,1,5371,36,A,1,15183,35,1,1,0,1
380365,11,25,18,0,0,,40,B,4,120379,23,16,6,1,0
380366,7,15,19,0,0,,31,D,4,4844,47,2,,0,0
380367,9,15,1,0,0,,30,B,5,5397,59,1,,0,0
380368,9,60,1,0,0,,40,B,4,10940,47,2,1,103,1
380369,7,5,19,1,0,,55,B,1,1262,23,6,,0,0
380370,10,20,,0,1,7672,27,D,1,6314,31,1,,66,0
380371,6,5,1,0,0,,57,B,1,3686,35,5,,0,0
380372,10,75,1,0,1,4224,24,B,2,3013,24,2,1,0,0
380373,5,10,,0,1,578,24,A,1,1563,20,5,1,3,0
380374,9,30,1,0,1,2301,40,D,2,2689,24,5,,121,0
380375,10,25,14,0,1,1399,42,B,1,2639,12,11,,0,0
380376,9,95,14,0,1,5348,38,A,6,8322,24,2,1,0,0
380377,4,15,1,0,0,,33,D,2,7993,45,3,,62,0
380378,8,20,1,0,0,,55,D,3,2068,22,1,,146,0
380379,10,55,18,0,1,15854,36,B,1,14925,14,1,1,0,0
380380,14,35,1,0,1,1903,37,D,2,2681,22,1,,28,0
380381,10,65,1,0,1,1726,31,B,1,3456,23,1,,0,0
380382,10,45,19,0,1,28790,57,B,3,26346,23,14,5,34,0
380383,14,50,14,0,1,7000,40,A,5,7623,23,7,3,17,1
380384,10,25,14,0,1,873,47,D,2,1351,11,2,,99,0
380385,7,5,19,0,0,,40,B,1,1216,23,2,1,0,0
380386,11,30,1,0,1,4004,43,B,3,6343,33,4,1,22,0
380387,9,57,1,0,0,,29,A,3,4779,34,5,2,0,0
380388,8,50,1,0,0,,32,B,2,9645,47,3,,0,0
380389,11,10,18,0,0,,61,B,2,73119,23,7,1,7,0
380390,7,5,19,0,0,,25,B,3,1720,49,3,2,31,0
380391,9,95,14,0,1,1991,47,B,1,4877,24,5,1,1,0
380392,9,25,14,0,1,6550,46,B,1,8941,35,9,2,13,0
380393,10,45,10,0,1,549,29,B,1,1632,12,11,6,0,0
380394,10,95,1,0,1,9065,58,B,1,9556,23,3,1,0,0
380395,4,20,19,0,0,,28,B,2,1694,51,2,2,0,0
380396,10,5,14,0,1,4237,32,B,4,7075,12,17,6,0,0
380397,10,5,17,0,1,2327,60,D,4,4097,35,11,6,58,0
380398,10,45,1,1,0,,38,B,1,6087,36,1,1,0,0
380399,7,15,19,0,0,,52,D,2,3201,47,1,1,0,0
380400,10,65,1,0,1,2698,26,B,2,4705,23,5,1,25,0
380401,11,5,1,0,1,5028,54,B,3,6643,35,1,1,0,0
380402,5,10,19,0,0,,40,B,1,6302,23,1,,0,1
380403,10,55,14,0,0,,40,B,2,9208,13,1,1,0,0
380404,8,20,1,0,1,3041,56,B,4,8109,35,8,3,91,0
380405,10,5,,0,1,9333,40,B,4,9487,23,7,2,7,0
380406,14,85,1,0,1,6063,57,B,3,14601,35,7,1,352,1
380407,5,5,1,0,1,10564,40,D,4,7092,35,12,6,93,0
380408,14,35,14,0,1,8832,47,B,2,10406,34,8,5,0,0
380409,10,5,14,0,1,2214,21,D,3,2604,11,8,1,69,0
380410,10,15,,1,0,,47,B,1,6642,23,7,3,41,0
380411,8,40,1,0,1,3930,37,D,1,5416,24,1,,0,0
380412,9,15,9,0,0,,43,A,8,16892,38,3,2,28,0
380413,5,5,3,0,1,494,43,B,2,4075,35,1,1,0,1
380414,10,15,1,1,0,,36,D,5,3726,23,4,1,176,0
380415,8,40,1,0,1,1506,36,B,1,6200,24,2,2,0,0
380416,10,45,17,1,0,,28,D,1,23546,13,5,2,12,1
380417,8,20,18,0,0,,46,B,2,14113,23,2,1,0,0
380418,10,15,1,0,1,1516,30,D,1,2294,23,2,,1,0
380419,10,30,1,0,1,7181,51,B,1,14131,23,7,3,0,0
380420,10,25,17,1,0,,30,D,2,6394,23,6,3,0,0
380421,11,5,9,0,1,7491,53,B,1,17919,46,4,4,38,0
380422,6,40,1,0,1,1205,44,B,2,1843,22,2,,58,1
380423,8,60,1,0,0,,51,B,1,10025,23,2,1,0,0
380424,10,5,17,0,1,2443,54,B,5,5927,24,6,3,0,0
380425,10,15,1,1,0,,43,B,1,4272,22,1,1,0,0
380426,10,65,14,0,1,6754,39,B,2,10154,12,1,1,0,0
380427,6,40,18,0,0,,45,B,1,24375,23,1,,1624,0
380428,7,5,3,0,1,1994,51,B,1,11715,23,15,2,25,0
380429,7,20,2,1,1,20808,32,A,1,31130,48,7,4,1436,1
380430,10,95,1,1,0,,66,B,1,4817,19,1,,34,0
380431,10,25,14,1,0,,51,B,1,4267,12,4,2,178,0
380432,11,25,18,0,0,,59,B,2,101593,23,8,1,248,0
380433,14,80,1,0,1,1742,40,D,3,5323,23,5,1,0,0
380434,11,25,18,0,1,4915,32,B,3,6565,48,5,,0,0
380435,10,30,1,0,1,2989,46,D,2,5265,23,7,2,0,0
380436,13,5,3,0,0,,25,A,3,38705,24,1,1,0,0
380437,3,5,1,0,0,,53,A,1,7884,47,5,1,0,0
380438,7,5,1,0,0,,36,B,2,4011,23,20,6,217,0
380439,8,10,18,0,1,3442,30,B,3,6023,23,4,,0,0
380440,14,35,1,0,1,5187,51,B,2,17343,13,9,,0,0
380441,10,30,1,0,1,6337,22,A,2,7557,12,3,1,0,0
380442,8,25,4,0,0,,29,B,5,3389,45,3,2,0,0
380443,7,25,14,0,1,7471,43,B,1,22874,35,2,2,0,0
380444,10,5,14,0,1,1066,50,B,3,1948,22,8,1,17,0
380445,4,15,19,0,0,,51,B,1,6581,35,2,1,0,0
380446,7,30,1,0,0,,55,B,1,2303,19,2,,183,0
380447,14,85,17,0,1,13634,41,B,1,11007,24,6,1,274,0
380448,6,45,1,0,0,,48,B,1,1858,23,3,1,117,0
380449,8,35,5,0,1,1609,25,B,2,2398,33,1,1,0,1
380450,10,90,17,0,1,3025,35,D,3,6922,22,14,4,3,0
380451,10,5,1,0,1,17864,46,B,1,25559,31,5,,29,1
380452,10,75,1,0,1,776,28,B,1,1418,24,1,1,0,0
380453,10,55,14,0,0,,33,B,2,12537,12,3,3,0,0
380454,6,45,18,0,0,,40,B,2,8276,23,1,,0,0
380455,11,30,19,0,0,,28,D,2,9018,24,2,2,0,0
380456,7,35,19,0,0,,37,A,1,12824,35,1,1,0,1
380457,8,35,1,0,1,12161,37,B,3,8558,47,5,,0,0
380458,9,30,1,0,0,,27,C,1,3747,23,2,2,0,1
380459,10,10,1,0,1,1092,50,B,1,1801,34,6,1,0,0
380460,6,45,1,0,0,,46,B,2,8019,23,1,1,0,0
380461,14,85,1,0,1,2143,33,B,3,4737,47,3,2,0,1
380462,7,15,19,0,0,,44,D,2,2176,47,3,3,0,0
380463,13,5,3,0,0,,31,D,2,18129,22,5,3,0,0
380464,9,25,14,0,1,1810,61,B,1,2310,24,1,,0,0
380465,10,95,14,0,1,1706,25,B,2,2841,21,11,2,0,0
380466,6,20,14,0,0,,62,A,1,2648,26,7,3,1,0
380467,11,35,19,0,1,10997,57,B,2,7871,36,8,5,386,0
380468,11,5,1,0,0,,36,A,1,9914,36,6,1,85,0
380469,9,5,18,0,1,7000,31,B,3,16215,23,5,1,64,0
380470,8,30,14,0,1,6376,56,B,1,10831,11,1,,182,1
380471,14,60,1,1,1,814,25,D,2,1882,22,1,,0,0
380472,7,25,3,0,1,588,29,A,4,3045,23,1,1,0,0
380473,12,10,1,0,1,17874,52,B,1,20509,58,2,1,24,0
380474,10,20,1,0,1,1386,34,D,1,2372,23,1,,0,0
380475,9,75,14,0,0,,50,B,2,8855,23,7,1,18,0
380476,13,5,1,0,0,,47,B,1,17029,22,1,1,0,0
380477,9,25,14,0,0,,46,B,1,14796,24,1,,0,0
380478,8,60,1,0,0,,45,B,2,5618,35,2,,28,0
380479,9,25,1,0,1,5578,37,B,1,5220,47,6,,131,0
380480,14,50,1,0,1,2724,33,D,3,2942,35,1,,306,0
380481,5,35,9,0,0,,25,A,1,8071,34,1,1,0,1
380482,8,35,14,0,0,,41,B,1,3537,11,1,1,0,0
380483,9,10,1,0,1,4864,48,B,2,5678,30,2,2,0,0
380484,10,45,10,0,0,,39,D,2,4138,12,5,1,4,0
380485,10,10,2,0,1,811,56,B,1,2003,23,3,2,100,0
380486,10,75,14,0,1,1871,47,B,2,1890,11,2,1,0,0
380487,10,30,14,0,1,1768,38,B,2,2029,12,12,,288,0
380488,7,30,1,0,1,3661,36,A,1,4396,11,2,1,5,0
380489,6,10,2,0,0,,35,A,1,2579,21,5,1,0,0
380490,14,40,14,0,1,1826,41,D,3,2810,22,1,1,0,0
380491,5,15,1,0,0,,56,B,3,6451,18,11,2,0,0
380492,10,45,14,0,1,6114,47,D,5,11859,13,8,4,0,0
380493,4,5,1,0,0,,29,D,1,10664,47,1,,15,0
380494,11,25,1,0,1,2980,40,D,2,4420,35,17,1,125,0
380495,7,25,1,0,1,3506,43,B,1,10333,18,1,,23,1
380496,8,5,18,0,0,,59,B,2,14786,23,2,,13,0
380497,6,5,18,0,0,,51,B,2,10570,23,14,3,5,0
380498,8,25,1,0,0,,21,D,1,3393,31,1,1,0,1
380499,9,75,14,0,0,,42,A,5,7071,22,2,2,0,0
380500,7,30,19,0,0,,25,B,2,6883,11,1,,0,0
